unique_key,surah_number,ayat_number,arabic_root_word,normalized_arabic_word,translitaration_word,english_word_subject_category,english_word_sub_subject_category,word_sub_category_description,inference_flag,hadith_reference
725,2,259, ????????, ????????,ba'asaho,Resurrect ,Uzayr died and was  raised alive after 100 years,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
573,2,253,?????????? ?????? ??????,?????????? ?????? ??????,ba'dahum 'alaa ba'd,One Another,Some Messengers blessed Over Others,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
537,2,251,?????????? ????????,?????????? ????????,ba'dahum biba'di,One Another,Checks and Balances to control Mischief,"And if Allah did not Check one set of people by means of another, the earth would indeed be full of mischief: But Allah is full of bounty to all the worlds.",,
605,2,255, ?????? ???????????, ?????? ???????????,baina aydeehim,Before Them,Allah knows everything,He knows what is before them and after them and none can encompass anything of His knowledge except that which He wills,,
151,2,232,??????????,??????????,bainahum,Between,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), do not prevent them from marrying their (former) husbands, if they mutually agree on equitable terms.",,
582,2,254,??????,??????,bai'un,Bargaining,No Bargaining on Judgement Day,"O ye who believe! Spend out of (the bounties) We have provided for you, before the Day comes when no bargaining (Will avail), nor friendship nor intercession. Those who reject Faith they are the wrong-doers",,
558,2,253,?????????????,?????????????,baiyinaati,Clear Proofs,Jesus given Clear Proof and Supported with Holy Spirit,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
464,2,248,?????????,?????????,baqiyyatum,Remnant,Remnants Left by Moses & Aaron,"The Prophet said that as proof of Saul's authority there shall come to you the Ark wherein is tranquility from your Lord, and the relics left by the family of Moses and Aaron, carried by angels",,
504,2,250,???????,???????,barazoo,Advance,Fighting Goliath,"When Saul'a army advanced to meet Goliath and his forces, they prayed: ""Our Lord! Pour on us patience and make our steps firm: Help us against those who disbelieve",,
847,2,265,???????,???????,Baseer,All Seer,Allah Sees All That You Do,Allah sees all that you do,,
862,2,265,???????,???????,Baseer,Sees,Allah Sees All That You Do,Allah sees all that you do,,
170,2,233,???????,???????,baseer,All Sear,Allah sees all that you do,Fear Allah and know that Allah sees well what ye do.,,
201,2,233,???????,???????,baseer,Sees,Allah sees all that you do,Fear Allah and know that Allah sees well what ye do.,,
426,2,247,????????,????????,bastatan,Abundance,Justification for choosing Saul as king,"The Prophet said: ""(Allah) hath Chosen him (Saul) above you, and has increased him abundantly in knowledge and physique and that grants His kingdom to whom He wills.",,
493,2,249,????????,????????,bi izni,Permission,Small group overcoming larger group,"When Saul's army crossed the river,- He and those who believe,- they said: ""This day We have no strength/power against Goliath and his hosts."" But those who knew with certainty that they will meet Allah, said: ""How often, by Allah's permission, a small group overcame a larger host",,
568,2,253,??????? ?????????,??????? ?????????,bi Roohil Qudus,Holy Spirit ,Jesus given Clear Proof and Supported with Holy Spirit,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit (Angel Gabriel)",,
623,2,255,??????????,??????????,bi-iznih,Permission,Intercession with Allah's permission,Who Can Intercede With Allah Without His Permission,,
122,2,231,??????? ??????,??????? ??????,bikulli shai'in 'Aleem,Everything,Allah knows everything,"And fear Allah, and know that Allah is the knower of everything",,
473,2,249,????????????,????????????,biljunoodi,Army,Testing army of Saul,"When Talut (Saul) set forth with the armies, he said: ""(Allah) will test you at the river: if any drinks of its water, he is not of me: Only those who taste not of it go with me: A mere sip out of the hand is excused."" but they all drank of it, except a few.",,
813,2,264, ?????????, ?????????,billaahi,Allah,Disbelieve in Allah & Last Day,"Those who give charity and follow with reminders of your generosity or by injury is like those who spend their wealth to be seen of men, but believe neither in Allah nor in the Last Day. ",,
153,2,232,??????????????,??????????????,bilma' roof,Equitable,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), do not prevent them from marrying their (former) husbands, if they mutually agree on equitable terms.",,
835,2,264,??????????,??????????,bilmanni,Reminders of Genorosity,Wasting charity by reminder of generosity and injury,"O ye who believe! do not make your charity in vain by reminders of your generosity or by injury,- ",,
348,2,241,??????????????,??????????????,bilma'roofi,Reasonable,Maintenance of Divorced Women,For divorced women Maintenance (should be provided) on a reasonable (scale). This is a duty on the God Fearing,,
646,2,256,?????????????,?????????????,bil'urwati,Handhold,Trustworthy Handhold That Never Breaks ,"Whoever Disbelieves Taghut/evil and believes in Allah has grasped the most trustworthy handhold, that never breaks",,
650,2,256, ????????????? ???????????, ????????????? ???????????,bil'urwatil wusqaa,Trustworthy  ,Trustworthy Handhold That Never Breaks ,"Whoever Disbelieves Taghut/evil and believes in Allah has grasped the most trustworthy handhold, that never breaks",,
121,2,231,???????????,???????????,bima'roofin,Equitable,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), either take them back on equitable terms or set them free on equitable terms; but do not take them back to hur them or transgress against them",,
494,2,249,????????,????????,binaharin,River,Testing army of Saul,"When Talut (Saul) set forth with the armies, he said: ""(Allah) will test you at the river: if any drinks of its water, he is not of me: Only those who taste not of it go with me: A mere sip out of the hand is excused."" but they all drank of it, except a few.",,
857,2,265,??????????,??????????,birabwatin ,Height,Similitude of a charity to please Allah,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
626,2,255,????????,????????,bishai'im,Thing,Encompassing Allah's knowledge,He knows what is before them and after them and none can encompass anything of His knowledge except that which He wills,,
689,2,258,???????????,???????????,bishshamsi ,Sun  ,Dispute between Abraham and Nimrod,"Abraham said: ""My Lord is He Who Giveth life and death."" Nimrod said: ""I give life and death"". Said Abraham: ""Verily Allah causes the sun to rise from the east: Then cause it to rise from the West."" Thus the disbeliever was confounded",,
400,2,246,?????????????,?????????????,bit Taaghooti,David,Story of David & Goliath,"246. Hast thou not Turned thy vision to the Chiefs of the Children of Israel after (the time of) Moses? they said to a prophet (That was) among them: ""Appoint for us a king, that we May fight in the cause of Allah."" He said: ""Is it not possible, if ye were commanded to fight, that that ye will not fight?"" They said: ""How could we refuse to fight in the cause of Allah, seeing that we were turned out of our homes and our families?"" but when they were commanded to fight, they turned back, except a small band among them. But Allah Has full knowledge of those who do wrong.",,
404,2,246,?????????????,?????????????,bit Taaghooti,Goliath,Story of David & Goliath,"246. Hast thou not Turned thy vision to the Chiefs of the Children of Israel after (the time of) Moses? they said to a prophet (That was) among them: ""Appoint for us a king, that we May fight in the cause of Allah."" He said: ""Is it not possible, if ye were commanded to fight, that that ye will not fight?"" They said: ""How could we refuse to fight in the cause of Allah, seeing that we were turned out of our homes and our families?"" but when they were commanded to fight, they turned back, except a small band among them. But Allah Has full knowledge of those who do wrong.",,
420,2,246,?????????????,?????????????,bit Taaghooti,Story,Story of David & Goliath,"246. Hast thou not Turned thy vision to the Chiefs of the Children of Israel after (the time of) Moses? they said to a prophet (That was) among them: ""Appoint for us a king, that we May fight in the cause of Allah."" He said: ""Is it not possible, if ye were commanded to fight, that that ye will not fight?"" They said: ""How could we refuse to fight in the cause of Allah, seeing that we were turned out of our homes and our families?"" but when they were commanded to fight, they turned back, except a small band among them. But Allah Has full knowledge of those who do wrong.",,
421,2,246,?????????????,?????????????,bit Taaghooti,Story,Story of Children of Israel,"246. Hast thou not Turned thy vision to the Chiefs of the Children of Israel after (the time of) Moses? they said to a prophet (That was) among them: ""Appoint for us a king, that we May fight in the cause of Allah."" He said: ""Is it not possible, if ye were commanded to fight, that that ye will not fight?"" They said: ""How could we refuse to fight in the cause of Allah, seeing that we were turned out of our homes and our families?"" but when they were commanded to fight, they turned back, except a small band among them. But Allah Has full knowledge of those who do wrong.",,
642,2,256,?????????????,?????????????,bit Taaghooti,Evil,Disbelieve in Taghut/Evil,"A believer who disbelieves Taghut/evil and believes in Allah has grasped the most trustworthy handhold, that never breaks",,
649,2,256,?????????????,?????????????,bit Taaghooti,Taghut,Disbelieve in Taghut/Evil,"A believer who disbelieves Taghut/evil and believes in Allah has grasped the most trustworthy handhold, that never breaks",,
663,2,257,?????????????,?????????????,bit Taaghooti,Evil,Tahgut is the friend of the Disbeliever,Allah is the protector of those who believe and brings them out from darkness into light. Taghut (Evil) is the protector of the disbeliever and brings them out from light into darkness,,
668,2,257,?????????????,?????????????,bit Taaghooti,Taghut,Taghut Brings people From Light into Darkness,Allah is the protector of those who believe and brings them out from darkness into light. Taghut (Evil) is the protector of the disbeliever and brings them out from light into darkness,,
669,2,257,?????????????,?????????????,bit Taaghooti,Taghut,Tahgut is the friend of the Disbeliever,Allah is the protector of those who believe and brings them out from darkness into light. Taghut (Evil) is the protector of the disbeliever and brings them out from light into darkness,,
529,2,251,????????,????????,Daawoodu,David,David Killed Goliath,By Allah's permission Saul's army routed them; and David killed Goliath; and Allah gave him power and wisdom and taught him whatever He willed,,
526,2,251,??????,??????,daf'u,Check,Checks and Balances to control Mischief,"And if Allah did not Check one set of people by means of another, the earth would indeed be full of mischief: But Allah is full of bounty to all the worlds.",,
539,2,251,??????,??????,daf'u,Repel,Checks and Balances to control Mischief,"And if Allah did not Check one set of people by means of another, the earth would indeed be full of mischief: But Allah is full of bounty to all the worlds.",,
560,2,253,?????????,?????????,darajaat,Degrees,Some Messengers blessed Over Others,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
647,2,256,????????,????????,deen,Religion ,No Compulsion in Religion,Verily there is no compulsion in religion,,
851,2,265,??????????,??????????,di'faini,Double,Similitude of a charity to please Allah,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
126,2,231,???????,???????,diraa ran,Hurt,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), either take them back on equitable terms or set them free on equitable terms; but do not take them back to hur them or transgress against them",,
405,2,246,??????????,??????????,diyaarinaa,Homes,Reason for fighting,"The Children of Israel responded: ""How could we refuse to fight in the cause of Allah, seeing that we were turned out of our homes and our children?""",,
888,2,266,?????????,?????????,du'afaaa'u,Weak,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
569,2,253,??????,??????,'Eesa,Jesus ,Jesus given Clear Proof and Supported with Holy Spirit,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
867,2,265, ???????, ???????,fa aatat,Yields,Similitude of a charity to please Allah,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
139,2,231,????????????????,????????????????,fa amsikoohunna bima'roofin,Take Them Back,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), either take them back on equitable terms or set them free on equitable terms; but do not take them back to hur them or transgress against them",,
824,2,264,???????????,???????????,fa asaabahoo ,Falls,Similitude of charity in vain,"The similitude of one who gives charity but does not believe in Allah and last day is like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. ",,
155,2,232,??????????,??????????,fabalaghna,Fulfill,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), do not prevent them from marrying their (former) husbands, if they mutually agree on equitable terms.",,
165,2,232,??????????,??????????,fabalaghna,Reach,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), do not prevent them from marrying their (former) husbands, if they mutually agree on equitable terms.",,
125,2,231,??????????,??????????,fabalaghna,Fulfill,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), either take them back on equitable terms or set them free on equitable terms; but do not take them back to hur them or transgress against them",,
133,2,231,??????????,??????????,fabalaghna,Reach,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), either take them back on equitable terms or set them free on equitable terms; but do not take them back to hur them or transgress against them",,
675,2,258,????????,????????,fabuhita,Confounded,Dispute between Abraham and Nimrod,"Abraham said: ""My Lord is He Who Giveth life and death."" Nimrod said: ""I give life and death"". Said Abraham: ""Verily Allah causes the sun to rise from the east: Then cause it to rise from the West."" Thus the disbeliever was confounded",,
557,2,253,??????????,??????????,faddalnaa,Blessed,Some Messengers blessed Over Others,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
354,2,243,??????,??????,fadlin,Bounty,Allah is Full of Bounty to Mankind,"Allah said to the thousands who fled their homes in fear of death to ""Die"": Then He restored them to life. For Allah is full of bounty to mankind, but Most of them are ungrateful.",,
540,2,251,?????????????,?????????????,Fahazamoohum,Routed,Fighting Goliath,By Allah's permission Saul's army routed them; and David killed Goliath; and Allah gave him power and wisdom and taught him whatever He willed,,
870,2,266,?????????????,?????????????,fahtaraqat,Burnt,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
235,2,235,????????????,????????????,fahzarooh,Beaware,Beaware of Allah,"And know that Allah Knoweth what is in your hearts, so beaware of Him; and know that",,
838,2,264,??????????,??????????,famasaluhoo  ,Similitude,Similitude of charity in vain,"The similitude of one who gives charity but does not believe in Allah and last day is like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. ",,
291,2,237,???????? ??? ??????????,???????? ??? ??????????,fanisfu maa faradtum,Half of Dowry,Divorce compensation,"And if you divorce them before consummation, but after the fixation of a dower, then half of the dower (Is due to the wife), unless they remit it or (the man's half) is remitted by him in whose hands is the marriage tie; and the remission (of the man's half) is the nearest to righteousness",,
715,2,259,?????????,?????????,fanzur,Look,Proof shown to Uzayr on resurrection,"Allah asked Uzayr: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people,",,
265,2,236,?????????,?????????,fareedah,Dowry,Divorcing Woman ,"There is no blame on you if you divorce women before consummation or the fixation of their dower; but bestow on them (a suitable gift), the wealthy according to his means, and the poor according to his means;",,
287,2,237,?????????,?????????,fareedatan,Dowry,Divorce compensation,"And if you divorce them before consummation, but after the fixation of a dower, then half of the dower (Is due to the wife), unless they remit it or (the man's half) is remitted by him in whose hands is the marriage tie; and the remission (of the man's half) is the nearest to righteousness",,
313,2,239,?????????,?????????,farijaalan,Praying on Foot,Prayer in Fear ,"If ye fear (an enemy), pray on foot, or riding, but when ye are in security remember Allah in the manner He has taught you and which you did not know before",,
496,2,249,??????,??????,fasala,Set Out,Fighting between David & Goliath,"When Talut (Saul) set forth with the armies, he said: ""(Allah) will test you at the river: if any drinks of its water, he is not of me: Only those who taste not of it go with me: A mere sip out of the hand is excused."" but they all drank of it, except a few.",,
752,2,260,???????????,???????????,fasurhunna ,Incline,Story of Abraham and Bird resurrection,"Allah said: ""Take four birds; Tame them to turn to you and then put a portion of them on every hill and call to them: They will come to thee (Flying) in haste",,
858,2,265,???????,???????,fatall,Light Rain,Similitude of a charity to please Allah,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
389,2,245,?????????????,?????????????,fayudaa 'ifahoo,Multiply,Reward on Loan to Allah,Who will give Allah a beautiful loan which Allah will double and multiply many times,,
483,2,249,??????,??????,fi'atin,Group,Small group overcoming larger group,"When Saul's army crossed the river,- He and those who believe,- they said: ""This day We have no strength/power against Goliath and his hosts."" But those who knew with certainty that they will meet Allah, said: ""How often, by Allah's permission, a small group overcame a larger host",,
208,2,233,????????,????????,Fisaalan,Weaning,No sin on weaning by mutual consent,"If the parents decide on weaning, by mutual consent, and consultation, there is no sin on them. And If you decide on a foster-mother for your children, there is no sin on you, provided you pay (the mother) what you agreed, on equitable terms",,
491,2,249,????????,????????,ghalabat,Overcome,Small group overcoming larger group,"When Saul's army crossed the river,- He and those who believe,- they said: ""This day We have no strength/power against Goliath and his hosts."" But those who knew with certainty that they will meet Allah, said: ""How often, by Allah's permission, a small group overcame a larger host",,
799,2,263,??????? ,??????? ,Ghaniyyun ,All Rich,Attribute/Names of Allah,Allah is All Rich and Most Forbearing,,
895,2,267,??????? ,??????? ,Ghaniyyun ,All Rich,Attribute/Names of Allah,Know that Allah is All Rich and All Praise Worthy,,
484,2,249,???????? ????????,???????? ????????,ghurfatam biyadih,Hollow of Hand,Testing army of Saul,"When Talut (Saul) set forth with the armies, he said: ""(Allah) will test you at the river: if any drinks of its water, he is not of me: Only those who taste not of it go with me: A mere sip out of the hand is excused."" but they all drank of it, except a few.",,
678,2,258,??????,??????,Haaajja,Dispute,Dispute between Abraham and Nimrod,Have You not seen the one (Nimrod) who disputed with Abraham because Allah gave Abraham the kingdom,,
302,2,238,????????,????????,Haafizoo,Guard,Guard Your Prayer,"Guard strictly your (habit of) prayers, especially the Middle Prayer; (Some Ulema consider this to be Asr prayer). And stand before Allah in obedience",,
451,2,248,????????,????????,Haaroona,Aaron,Remnants Left by Moses & Aaron,"The Prophet said that as proof of Saul's authority there shall come to you the Ark wherein is tranquility from your Lord, and the relics left by the family of Moses and Aaron, carried by angels",,
775,2,261,???????,???????,habbatin,Grain,Similitude of reward for spending in the Way of Allah,"The example of those who spend their wealth in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Has a hundred grains. ",,
609,2,255,????????,????????,Haiyul ,Ever Living,Attribute/Names of Allah,"Allah. There is no god but He, the Ever Living, All Sustainer",,
736,2,260, ???????, ???????,Hakeem,All Wise,Attribute/Names of Allah,"Know that Allah is All Mighty, All Wise",,
808,2,263,???????,???????,Haleem,Most Forbearing,Attribute/Names of Allah,Allah is All Rich and Most Forbearing,,
894,2,267,??????,??????,Hameed,All Praise Worthy,"All Rich, All Praise Worthy",Know that Allah is All Rich and All Praise Worthy,,
266,2,236,??????,??????,haqqan,Dutybound,Divorce compensation,"Duty on the doer of goods to compensate the wife during divorce. The wealthy according to his means, and the poor according to his means;",,
343,2,241,??????,??????,haqqan,Dutybound,Maintenance of Divorced Women,For divorced women Maintenance (should be provided) on a reasonable (scale). This is a duty on the God Fearing,,
206,2,233,??????????,??????????,hawlaini,Two Years,Suckling period for mother,"The mothers shall give suckle to their children for two whole years, if the father desires to complete the term. But he shall bear the cost of their food and clothing on equitable terms.",,
359,2,243,??????,??????,hazara,Fear,Abondoning home for fear of death,"Did you not see those who abandoned their homes, though they were thousands, for fear of death?",,
613,2,255,???????????,???????????,hifzuhumaa,Gurading,Allah does not get tired,Allah's Throne extends over the heaven earth and He feels no fatigue in guarding them,,
708,2,259, ?????????, ?????????,himaarika ,Donkey,Proof shown to Uzayr on resurrection,"Allah asked Uzayr: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people,",,
129,2,231,??????,??????,huzuwaa,Jest,Taking Signs of Allah as Jest,"Do not treat Allah.s Signs as a jest, but remember Allah's favours on you, and that which He sent down to you of the Book and Wisdom, for your instruction.",,
670,2,258, ????????????, ????????????,Ibraaheema,Abraham,Story of Abraham and Nimrod,Have You not seen the one (Nimrod) who disputed with Abraham because Allah gave Abraham the kingdom,,
734,2,260,????????????,????????????,Ibraaheemu,Abraham,Story of Abraham and Bird resurrection,"Behold! Abraham said: ""My Lord! Show me how You give life to the dead."" He said: ""Dost thou not then believe?"" He said: ""Yea! but to satisfy heart."" He said: ""Take four birds; Tame them to turn to thee; put a portion of them on every hill and call to them: They will come to thee (Flying) in haste",,
325,2,240,?????????,?????????,ikhraaj,Expulsion,Maintenance of Widow,Those of you who die and leave widows should bequeath for their widows a year's maintenance and residence,,
639,2,256,?????????,?????????,ikraaha,Compulsion,No Compulsion in Religion,Verily there is no compulsion in religion,,
617,2,255,????????,????????,'ilmihee,Knowledge,Encompassing Allah's knowledge,He knows what is before them and after them and none can encompass anything of His knowledge except that which He wills,,
645,2,256,???????????,???????????,is tamsaka ,Grasped,Trustworthy Handhold That Never Breaks ,"Whoever Disbelieves Taghut/evil and believes in Allah has grasped the most trustworthy handhold, that never breaks",,
889,2,266, ????????? ????? ?????, ????????? ????? ?????,i'saarun feehi naarun ,Whirlwind With Fire,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
481,2,249,??????????,??????????,Jaaloota,Goliath,Fighting Goliath,"When Saul's army crossed the river,- He and those who believe,- they said: ""This day We have no strength/power against Goliath and his hosts."" But those who knew with certainty that they will meet Allah, said: ""How often, by Allah's permission, a small group overcame a larger host",,
532,2,251,????????,????????,jaaloota,Goliath,David Killed Goliath,By Allah's permission Saul's army routed them; and David killed Goliath; and Allah gave him power and wisdom and taught him whatever He willed,,
477,2,249,?????????,?????????,jaawazahoo,Cross,Fighting between David & Goliath,"When Saul's army crossed the river,- He and those who believe,- they said: ""This day We have no strength/power against Goliath and his hosts."" But those who knew with certainty that they will meet Allah, said: ""How often, by Allah's permission, a small group overcame a larger host",,
750,2,260,??????,??????,jabalim,Hill,Story of Abraham and Bird resurrection,"Allah said: ""Take four birds; Tame them to turn to you and then put a portion of them on every hill and call to them: They will come to thee (Flying) in haste",,
854,2,265,???????,???????,jannatim,Garden  ,Similitude of a charity to please Allah,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
878,2,266,???????,???????,jannatum ,Garden  ,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
485,2,249,?????????,?????????,junoodih,Hosts,Fighting Goliath,"When Saul's army crossed the river,- He and those who believe,- they said: ""This day We have no strength/power against Goliath and his hosts."" But those who knew with certainty that they will meet Allah, said: ""How often, by Allah's permission, a small group overcame a larger host",,
757,2,260,???????,???????,juz'an,Portion,Story of Abraham and Bird resurrection,"Allah said: ""Take four birds; Tame them to turn to you and then put a portion of them on every hill and call to them: They will come to thee (Flying) in haste",,
819,2,264,?????????????,?????????????,kaafireen,Disbeliever,Allah Does Not Guide the Disbeliever,Allah Does Not Guide People Who Are Disbeliever,,
176,2,233,???????????,???????????,kaamilaini,Complete,Suckling period for mother,"The mothers shall give suckle to their children for two whole years, if the father desires to complete the term. But he shall bear the cost of their food and clothing on equitable terms.",,
677,2,258, ??????, ??????,kafar,Disbelieve,Disbelieve in Allah,"Abraham said: ""My Lord is He Who Giveth life and death."" Nimrod said: ""I give life and death"". Said Abraham: ""Verily Allah causes the sun to rise from the east: Then cause it to rise from the West."" Thus the disbeliever was confounded",,
562,2,253, ??????, ??????,kafar,Disbelieve,Disbel;iever in Allah's Message,"If Allah had so willed, succeeding generations would not have fought among each other, after clear (Signs) had come to them, but they (chose) to wrangle, some believing and others rejecting. If Allah had so willed, they would not have fought each other; but Allah does what He likes",,
659,2,257,????????,????????,kafarooo,Disbelieve,Tahgut is the friend of the Disbeliever,Allah is the protector of those who believe and brings them out from darkness into light. Taghut (Evil) is the protector of the disbeliever and brings them out from light into darkness,,
660,2,257,????????,????????,kafarooo,Disbeliever,Tahgut is the friend of the Disbeliever,Allah is the protector of those who believe and brings them out from darkness into light. Taghut (Evil) is the protector of the disbeliever and brings them out from light into darkness,,
661,2,257,????????,????????,kafarooo,Disbeliever,Disbeliever are Companion of Fire for Eternity,Allah is the protector of those who believe and brings them out from darkness into light. Taghut (Evil) is the protector of the disbeliever and brings them out from light into darkness,,
751,2,260,??????,??????,kaifa,How,Bringing dead alive,"Behold! Abraham said: ""My Lord! Show me how You give life to the dead."" ",,
577,2,253,??????? ,??????? ,kallama,Speak,Allah Spoke to Moses,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
829,2,264,?????????,?????????,kallazee ,Like,Spending for showoff,"Those who give charity and follow with reminders of your generosity or by injury is like those who spend their wealth to be seen of men, but believe neither in Allah nor in the Last Day. ",,
822,2,264,????????,????????,kamasali,Example,Similitude of charity in vain,"The similitude of one who gives charity but does not believe in Allah and last day is like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. ",,
859,2,265,????????,????????,kamasali ,Like,Similitude of a charity to please Allah,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
821,2,264,???????,???????,kasaboo,Earned,Similitude of charity in vain,"The similitude of one who gives charity but does not believe in Allah and last day is like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. ",,
901,2,267, ??????????, ??????????,kasabtum ,Earned,Spend of The Good Things You Earned,"O ye who believe! Spend of the good things which you have earned, and of the produce from earth and do not aim at that which is bad, in order that you may spend of it but you yourself would not receive it except with closed eyes.",,
487,2,249,?????????,?????????,kaseeratam,Large,Small group overcoming larger group,"When Saul's army crossed the river,- He and those who believe,- they said: ""This day We have no strength/power against Goliath and his hosts."" But those who knew with certainty that they will meet Allah, said: ""How often, by Allah's permission, a small group overcame a larger host",,
662,2,257,??????????,??????????,khaalidoon,Eternity ,Disbeliever are Companion of Fire for Eternity,"Disbelievers will be companion of fire, to dwell therein for eternity",,
727,2,259,?????????,?????????,khaawiyatun,Ruined,Story of a Ruined town,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
731,2,259,?????????,?????????,khaawiyatun,Tumbled,Story of a Ruined town,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
210,2,234,???????,???????,Khabeer,All Aware,Allah is aware of what you do,Allah is All Aware of everything that you do,,
212,2,234,???????,???????,Khabeer,Aware,Allah is aware of what you do,Allah is All Aware of everything that you do,,
898,2,267,??????????,??????????,khabeesa,Bad,Don’t Aim to Earn and Spend Bad Earnings,"O ye who believe! Spend of the good things which you have earned, and of the produce from earth and do not aim at that which is bad, in order that you may spend of it but you yourself would not receive it except with closed eyes.",,
802,2,263,??????,??????,khairum,Better,Kind Words and Forgiveness is Better Than Charity Followed with Injury,Kind Words and Forgiveness is Better Than Charity Followed with Ijury,,
